MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,ZCR_mean,ZCR_std,RMS_mean,RMS_std,SpectralCentroid_mean,SpectralCentroid_std,SpectralBandwidth_mean,SpectralBandwidth_std,SpectralRolloff_mean,SpectralRolloff_std,Pitch_mean,Pitch_std,Pitch_min,Pitch_max,Duration,label,filename
-195.66106,105.31352,80.95284,60.41483,-21.661474,35.054054,29.12127,31.376038,-12.027913,15.871627,-14.823689,17.14493,-29.307922,16.511904,-20.405697,18.786102,-15.119937,14.4388275,-2.2945786,15.648809,-17.216755,12.830861,-1.6099367,11.61234,-11.8529005,12.695497,0.16287760416666666,0.1453985947361615,0.11021945,0.076404326,1862.6932635688363,1105.5343092217636,1460.9123658796198,412.28862098760584,3316.7708333333335,1618.9462021807753,149.1107093415054,13.82241351251814,121.34967043801211,180.77186920887385,4.78,0,DF_E_2004215.wav
-358.68536,187.43951,56.092075,62.861294,-6.488724,39.646164,5.7034483,24.636784,-5.839578,20.772814,-10.869586,17.812546,-11.001652,16.935774,-8.431759,14.507139,-8.332932,12.19154,-0.67279834,8.911219,-10.13178,12.420131,-8.08024,10.168777,-12.636457,14.269327,0.12633843591370558,0.10589319014877886,0.06212465,0.07171583,1969.7875462169752,991.1538062317466,1859.3393141194902,621.7111221418799,4041.560913705584,2035.8251850653674,150.3547103790183,60.87588607340937,70.91536696417685,290.2917403700367,6.272,0,DF_E_2005024.wav
-225.48322,114.00611,118.42373,67.214226,-15.434685,33.462086,18.032686,29.68619,-13.130076,28.30971,-9.97545,20.240095,-3.8170252,16.891155,-6.6169252,14.717122,-17.964703,12.454897,-0.6158129,13.665208,4.0742736,10.584382,-6.6688614,9.327208,-11.738821,8.246502,0.11418855274822695,0.10889286936340535,0.109536424,0.08524949,1402.115141317686,960.2128808976471,1303.3120359995082,515.0286705744187,2558.067375886525,1677.07455021825,104.27015337940915,14.77946081888652,71.32617550580554,171.61434972294217,4.48,0,DF_E_2005193.wav
-267.76138,111.25412,64.80776,55.94901,-4.281174,29.9562,21.103151,31.737156,-20.964796,27.835878,-6.1771007,18.376247,-18.151796,14.9031315,-14.226124,18.051506,-6.933147,12.132795,-13.301908,11.624698,-5.5829144,9.365092,-4.10356,10.92848,-6.3954945,7.3270793,0.15518637960271317,0.12583428244713943,0.07905603,0.0674557,1900.4242061834648,1071.468511732246,1600.0907703758016,486.6328005266555,3579.6996124031007,1671.0728928793696,188.88705000122496,46.19085638646063,93.57338770459413,258.62053938239393,4.104,0,DF_E_2005412.wav
-325.77194,183.57951,57.369125,41.692303,-8.231919,39.85537,18.423561,27.88895,-15.796191,26.720018,-9.242385,16.012726,-14.650421,20.767166,-3.5837286,10.882931,-9.1434355,15.219618,-10.244367,11.83565,-4.509714,7.7076344,-7.5044756,9.239974,-5.820275,7.5464664,0.16252829811789773,0.1209825326571602,0.060859777,0.06892693,2110.5643118884186,891.3540689809606,1851.5575938960544,482.8701885058559,4283.203125,1471.331160046565,159.16604418400027,56.98166627001277,71.32617550580554,285.30470202322215,5.608,0,DF_E_2005779.wav
-423.29456,158.76898,57.45379,44.187256,-6.7770514,38.41689,22.225096,22.950647,2.0578573,13.830903,-1.5618968,17.034672,-12.789026,21.009117,-13.927312,20.80345,-5.1327705,12.7260895,-3.0851011,9.927262,-11.096398,13.234724,-0.12692922,7.5290136,-4.856161,9.085827,0.16397938829787234,0.11296654984758553,0.03184786,0.05120046,2019.3640049667479,844.243212067502,1790.0101289630609,449.2229472427747,4094.913563829787,1457.1059850879485,132.8677159620738,38.7386230363511,79.1413469005951,238.52991146631203,6.0149375,0,DF_E_2005967.wav
-241.5686,141.72533,84.91307,68.417595,-5.576004,41.20596,36.806664,27.132776,-5.9982333,17.54497,-0.6518382,16.108831,-16.931435,17.84032,-6.295801,17.35354,-14.80031,13.778341,-7.0086145,11.578349,-18.612017,13.125383,-2.0065446,9.292033,-8.14073,9.685641,0.1560834763367052,0.12699595842144135,0.09890616,0.07281899,1746.2049480473415,1178.951287432511,1419.99604025016,420.3002359444164,3175.352239884393,1586.7596836256275,114.30776229507198,13.517644386586646,83.8473362790669,157.37105256787842,5.504,0,DF_E_2006437.wav
-175.38348,108.67023,99.68339,55.92752,-16.460583,41.891182,26.639479,27.102028,-19.402777,25.045527,-6.9197817,16.30322,-22.555784,16.749718,-10.755938,12.086876,-25.712997,13.222147,-11.712949,13.934253,-5.892378,11.757389,-8.583101,10.960881,-10.150403,8.633788,0.1468735314849624,0.10506097157966138,0.13913225,0.07174579,1553.7252375609828,856.7431589288148,1425.3545993937073,512.518099242977,3026.4920112781956,1594.4546837986193,193.99841085011352,24.41335008131465,160.1218501126406,273.99891691894106,4.23275,0,DF_E_2007102.wav
-305.9832,150.30885,94.63244,32.4884,10.129542,20.417534,24.949976,22.895561,9.343283,15.412341,-3.4937682,10.629963,-16.45704,13.102459,-11.949868,13.105604,-0.26753727,11.825389,-7.159165,9.102572,-6.303569,9.495958,-6.3158064,7.845218,-11.804979,9.781216,0.07862097071850394,0.031764384202436664,0.08074386,0.107811324,1487.3840478484983,488.6250594425256,1757.1751996113608,364.2222425292873,3298.4744094488187,1149.4618196357546,100.24269632110561,12.664033196171115,65.7852866955572,124.90548719779652,4.032,0,DF_E_2007327.wav
-218.84068,104.442795,93.68138,85.7282,12.682839,36.84012,34.469025,36.612663,7.6536674,17.248463,-2.4177024,14.766316,-1.7024105,14.900733,3.6393223,12.822272,-10.688926,13.439664,-23.091667,12.313272,-15.185291,11.160668,-8.825537,11.51673,-2.2947848,10.598532,0.15589523315429688,0.1691309698714923,0.10849924,0.06578247,1767.2202871814657,1436.9024753561384,1473.3226967841294,539.2524890588348,3227.294921875,2049.4844387298467,95.91377610197043,13.887776987976352,69.6970834057884,140.20166900511882,4.088,0,DF_E_2007773.wav
-370.2757,177.27892,61.31451,48.81882,11.458181,33.25738,25.391636,19.214931,11.263245,12.410083,2.7672641,11.439476,-1.7103112,10.266892,-11.909185,19.147118,-4.7607946,9.678518,-7.9154162,9.785434,-7.592769,7.598897,-3.6702616,5.767909,-7.5983696,7.710795,0.10347493489583333,0.07341524992648402,0.05912551,0.08488082,1895.7911892872146,702.3540163848485,2043.4774839942509,525.5223680859192,4446.141098484848,1498.330239245326,111.60037015951168,19.723338449690843,83.3644111580719,163.86452094349724,4.192,0,DF_E_2007778.wav
-242.18329,161.29382,93.178116,48.971626,-12.907053,40.355328,33.40324,30.62334,-6.193367,17.85936,6.117703,14.194609,-6.5143576,13.9802685,-19.030416,19.213665,4.120277,9.523984,-2.0490186,13.250764,-1.5966507,9.763521,0.8049042,9.164416,-7.181644,7.4743543,0.1324266553758741,0.07970224258812,0.0783136,0.07849387,1841.0103818462055,718.927007785321,1697.7202054897482,450.042802321143,3753.8243006993007,1250.9983130824658,98.4140248451873,11.170939449504802,72.15494574405967,128.565497341737,4.568,0,DF_E_2010729.wav
-208.32416,93.53144,79.58251,59.08729,-6.173934,37.53855,10.418875,28.36743,-11.332939,21.960903,-2.4270844,19.248602,-34.597466,17.57337,-20.288399,15.444346,-19.799988,14.109415,-1.8617091,12.513431,-11.067319,11.500145,-4.897982,9.6046915,1.002792,10.201822,0.14699447887569833,0.12814579281786667,0.12820631,0.083489776,1849.0275741601902,1281.0167375857097,1552.0785064214135,500.08620531512537,3312.63093575419,1958.0628006387633,209.74960761325812,31.734263348515046,73.4161919793519,272.42079928303684,5.696,0,DF_E_2011319.wav
-229.79645,132.92073,94.95261,67.760544,-23.073763,40.439964,9.612556,26.300709,-15.124936,21.165514,3.1945293,14.31034,-14.332525,16.378414,-12.257548,15.0355215,-8.070754,14.20196,-8.289139,12.081649,-6.5726385,10.024701,-6.672021,10.248923,-4.953901,7.7548447,0.12064919542910447,0.14439318973589083,0.1316108,0.10331685,1510.8021951873236,1082.9780736586167,1408.4322359518512,559.176158069123,2781.9496268656717,1738.0243638497175,175.1215973956137,35.11882846068664,86.30425076864258,242.6993408760242,4.2643125,0,DF_E_2011649.wav
-284.7275,163.81964,79.18001,71.86635,7.4332256,27.452372,11.167629,23.171955,3.0337336,21.35278,5.851193,12.690352,-14.874049,20.876232,1.4310855,12.438708,-11.766734,14.155668,-0.0696445,11.072217,-3.330879,7.2985783,-7.876802,8.8791895,-0.03642844,8.270215,0.11433205409356725,0.08870459249038685,0.08997087,0.08581704,1658.0530995141803,850.5892023368949,1711.0197272187531,552.2374938820207,3524.21418128655,1827.3490628983159,127.6747164760505,31.961838659695523,81.46036537576103,221.27444703492776,5.44,0,DF_E_2012867.wav
-307.1057,178.5192,79.01032,49.534733,-3.0219214,32.767094,33.231724,33.718666,-5.4393992,22.339064,4.0050855,12.508784,-4.438539,15.829681,-9.785275,16.986063,-6.6947303,12.808648,-13.636206,15.735553,-13.821454,14.82214,-0.18408391,9.731171,-12.801764,12.095615,0.0803973858173077,0.059317034996074956,0.08213863,0.07687323,1634.01379296085,849.8481819240304,1649.0806660005474,428.4317292936035,3384.9158653846152,1553.247179157906,110.91675911906601,15.948218696910939,85.80717486147108,145.14587018501834,4.1429375,0,DF_E_2014510.wav
-292.3149,187.9697,52.22581,45.505035,-12.6401825,43.575558,11.736207,23.214066,-19.307667,29.01529,-12.516492,19.023582,-16.447626,18.92019,-5.7630906,10.884435,-9.420487,12.806876,-11.616662,12.216897,-7.6988425,10.744322,-7.084154,9.868637,-7.3670983,7.785177,0.16933978602216748,0.11008914178333926,0.07847911,0.07818398,2220.4711072744763,941.4457890636754,1869.3419285673422,528.7442480420196,4362.107450738917,1658.9195007137246,165.89830268574306,54.906493883174925,73.4161919793519,283.6614678567074,6.464,0,DF_E_2014624.wav
-285.07812,174.64108,65.175735,66.33894,11.514202,33.711464,29.571707,26.063946,6.66375,13.43938,5.12886,18.980408,1.4520409,14.299456,-6.2448406,15.796756,-0.26605833,11.949523,-2.4347963,14.064002,-1.6122411,8.301988,4.2512717,7.112843,3.8818495,6.394416,0.1269136985636646,0.14011735265063438,0.07864239,0.08356573,1910.4596803477946,1221.9160782777942,1776.2330018557811,484.3865134407145,3810.8016304347825,1668.5101790848867,91.83068541842927,8.900572491387962,68.89654412432702,115.20235351026894,5.12,0,DF_E_2015876.wav
-265.61295,151.37166,77.61,49.96834,-24.047064,32.485516,25.809984,31.533085,-7.407614,23.38579,-11.229485,15.927365,-14.92011,20.01612,-9.982083,14.117384,-19.143478,19.58819,-5.87833,12.60387,-12.529861,12.148928,-8.832011,10.297553,-10.398815,9.245468,0.09089799360795454,0.06201066521237253,0.09734375,0.07179176,1546.2797187411152,626.4224220356058,1527.6154424624608,481.99611368936405,3143.4067234848485,1413.0966052094134,190.5669207925299,43.763844826214864,84.82159539743674,277.1826309768721,4.216,0,DF_E_2016278.wav
-383.51407,164.17305,55.389286,67.508606,0.9665659,22.05026,30.308863,32.979355,4.5586457,11.148392,1.0087031,16.579565,-2.5814958,13.112423,-5.413167,12.917871,-5.0423546,11.241483,-1.1168332,9.353459,-6.6804657,9.849944,-4.0340924,7.2018614,-2.308019,6.444129,0.08378331801470588,0.09534357442793584,0.05544394,0.086007655,1457.1758424722962,830.5179261541089,1672.3279975603239,492.1824338014584,3239.889705882353,1310.1718387201436,102.20955583385378,11.824741603225716,79.1413469005951,129.31026969119696,4.864,0,DF_E_2016552.wav
-249.73792,136.59781,102.366196,83.92176,10.986175,27.277605,18.458086,29.345896,1.3475064,26.222824,13.980677,16.45377,-12.75094,18.446096,-6.91552,15.356888,-18.616919,16.52929,8.183202,12.150229,-13.571526,11.597933,9.309523,12.256157,-5.5160294,7.9274545,0.11176439996301775,0.14904165185415116,0.123736925,0.08240268,1447.9000303707294,1275.710675228554,1351.6828359335207,519.2474968920015,2509.060650887574,2028.5877280550144,100.25048430952938,26.523575286629107,68.49972922973525,174.61411571650194,5.4029375,0,DF_E_2017489.wav
-191.39438,107.29053,66.70353,74.95752,4.348983,35.968052,19.419273,38.277664,-12.4565525,18.64444,-10.0676985,15.074901,-19.551706,15.607622,-16.1147,16.048903,-8.599467,14.51067,0.053607535,15.576921,-10.681765,11.670166,-4.4894714,12.700007,-5.658059,11.668488,0.19713741707402235,0.15695697383838195,0.10541745,0.07196759,2147.467798131027,1364.082846710127,1597.6108391649686,411.31612295110665,3661.7929469273745,1874.600320917134,160.70362680139226,31.25420956089136,122.75968568932456,266.19869962824436,5.704,0,DF_E_2017644.wav
-266.5109,162.10535,66.86662,62.829258,-10.076531,32.04338,23.989363,26.854261,-15.150183,22.17992,0.7344012,13.415732,-10.947749,14.802709,-8.822869,12.990209,-6.1870875,10.4042015,-9.079096,13.225922,-13.42066,9.703539,-10.581979,10.446197,-1.7773262,9.0471115,0.16060067365269462,0.1324584242753197,0.063628994,0.063705005,1967.177572395935,1025.7888564005057,1673.3302222407538,404.2631037851116,3761.695359281437,1407.9964294418164,112.54917056045899,13.749712671129512,83.8473362790669,158.2826938011902,5.312,0,DF_E_2018961.wav
-239.29736,122.9747,91.30242,61.710808,-34.140587,48.527885,4.124491,29.756218,-9.1418915,20.686022,-12.863084,13.869373,-28.323025,18.285404,-10.075875,12.879624,-16.736732,16.411346,-13.367125,11.756863,-11.61121,11.820417,-12.342282,11.892878,-8.867155,8.74711,0.15172195434570312,0.14584970585786663,0.10371511,0.06880493,1697.26909532211,1108.4486814710426,1427.5049340148798,564.7295635024539,3016.17431640625,1901.936684320186,227.91664935926383,38.65473982555749,174.61411571650194,361.54373841774776,4.072,0,DF_E_2019442.wav
-389.81326,178.42964,80.16119,49.205414,18.005941,38.70084,34.87959,25.920265,3.2163615,12.465036,6.0961213,16.656256,-6.542336,16.904129,0.19733222,14.276087,-2.7597265,13.59255,-1.6241106,9.867799,-10.649934,11.600469,-1.2142674,8.717499,-11.973041,11.402962,0.08317302044172932,0.09056829978205297,0.03995117,0.057953816,1397.5181063051905,1024.5645440964518,1470.6203054445616,396.18042439365564,2624.1776315789475,1748.7917983189438,90.95452937030974,11.935473066725818,65.40639132514966,126.35681904967383,4.224,0,DF_E_2019515.wav
-293.62915,179.84642,73.74351,65.01674,-15.650735,40.944523,2.4724534,22.562677,-2.9910433,16.189987,-12.380171,20.12703,-14.749198,18.70735,-6.961135,15.4436,-6.6109214,11.527593,-4.615964,11.979475,-5.2596617,10.255083,-9.314841,11.11284,-13.380154,12.298194,0.10882237160852713,0.07975528568662378,0.095210426,0.08906233,1758.4026383976154,923.7305436497505,1692.619198311399,608.2434357282668,3548.0862403100773,1877.3182055625625,175.42748351039563,59.13042524238953,75.5674506101949,288.6197829762387,4.096,0,DF_E_2020350.wav
-317.39426,70.8902,114.01895,34.272495,0.5525828,16.422014,23.646498,16.13266,-13.804026,15.692548,12.65571,14.499669,-9.389676,18.497349,7.560825,11.47439,6.626991,8.623781,-3.694731,6.7477527,-6.329074,10.9254465,2.4641235,8.312893,0.62480605,6.898992,0.07838841488486842,0.04577518381530596,0.035478767,0.03304988,1361.6809790520724,648.5669157046344,1490.36187518861,396.3099593138308,2845.017817982456,1350.4686357042594,148.89700282781882,57.417064835341726,65.40639132514966,242.6993408760242,7.267875,0,real_voice.wav
-269.28333,125.17531,82.738945,46.508347,-1.6162206,27.646933,19.471252,29.828802,-0.024723053,15.875558,-3.8579128,10.487723,-8.442619,10.943423,-13.851385,16.697634,-8.2360525,13.296215,-4.031569,15.663143,-7.1845007,10.004641,-4.7598915,6.462601,-8.172398,5.7866216,0.13287353515625,0.07355804998863219,0.08572476,0.10301486,1766.0473813588997,795.486771912231,1720.3616055323719,509.334090566174,3599.3381076388887,1726.300458722478,122.80618810561714,17.82061513870256,68.10519982075922,166.7288223161438,4.584,1,DF_E_2000055.wav
-238.85829,126.364006,110.971756,76.82325,11.375438,36.993855,32.24188,23.492682,3.1702397,23.558588,-1.5566669,19.746822,-9.713321,18.852064,-14.5547695,12.290396,-16.340057,14.393595,-1.2406266,11.208583,-3.8505592,8.839662,-0.07666805,7.9115696,1.9510142,9.94892,0.09846455342060811,0.09656457549661827,0.12345533,0.09103876,1426.996398382802,1039.187151013477,1412.043196016092,569.0057977150526,2744.826858108108,1817.587175611315,96.24646072234857,11.019038183089057,76.88834637984607,131.5705733911144,4.712,1,DF_E_2000072.wav
-216.95467,106.91532,67.59086,46.376854,-12.000242,33.332993,31.320976,22.523859,-14.230334,15.874887,-7.1891737,9.770638,-23.610355,12.764617,-19.528566,13.119747,-18.145653,11.3751,-18.972422,13.298331,-8.729798,10.407591,-14.847436,11.360175,-7.5535383,6.749457,0.1291984498031496,0.08965277842325219,0.11806653,0.086261414,1758.992227249139,901.5007514582543,1660.1279011042402,421.3536100972898,3499.0772637795276,1486.436487522435,189.14615214960645,27.58090150058632,105.64102395561046,248.37216905734888,4.032,1,DF_E_2000091.wav
-493.82797,160.39825,21.77747,41.996452,16.912434,19.262182,12.71014,19.080029,4.923719,13.3324585,4.219692,11.181476,-0.88681865,11.694192,0.7810515,11.512325,3.2219012,8.561399,3.8735244,9.483705,0.16164745,8.196079,0.8401766,7.357032,-1.293486,4.8555307,0.17550467111013987,0.16450868727494133,0.019989261,0.06349018,2392.3149692689985,1098.1097826724554,2150.0019424783995,392.16608461472504,5009.2875874125875,1288.3456005593155,112.7518358428006,21.34384627497348,70.50692450564009,164.81377845643496,4.544,1,DF_E_2000137.wav
-227.55309,134.18651,89.391266,72.20088,5.7629304,35.996323,20.186338,26.322775,-14.947084,26.625854,-5.4300275,15.713088,-24.609474,14.716162,-21.66164,9.011273,-10.683595,8.9566345,-19.85339,7.493972,-23.668144,7.8007174,-13.742961,6.278528,-14.568327,7.5237784,0.12768758138020833,0.14783323333366188,0.1160047,0.081197515,1569.8416770256044,1290.4728990972992,1452.34305343905,520.5900872045164,2775.0,2088.569899928662,218.37677525143036,47.190258156981386,155.56349186104043,333.4576446322876,7.66,1,DF_E_2000147.wav
-231.43533,118.54402,102.47633,62.694576,2.3464823,34.63917,53.346436,30.360329,-1.330512,17.84663,-0.977906,23.087296,-10.936199,16.777504,-8.42691,15.1392565,-20.916693,17.012976,-2.1024203,12.75921,-12.905356,12.918745,0.82319915,9.0083275,-3.5419772,9.466929,0.1048828125,0.09929030033718389,0.12812243,0.0884852,1329.3554038421369,975.2239593930946,1301.0704959727766,442.8054365481373,2521.5625,1600.1647050642423,104.039730606154,12.26385674309087,79.59980805922079,147.682975305829,4.7875,1,DF_E_2000151.wav
-302.9088,144.92453,76.06725,60.896313,-12.571137,39.024693,16.280403,30.92234,-11.235664,22.047987,-7.2487226,13.514499,-15.915099,17.899351,-4.5593133,12.970557,-13.501688,15.489711,-3.3106656,7.5907893,-8.089151,9.932857,-12.5899315,11.752683,-4.275478,7.6681395,0.12222005208333334,0.12847883719978379,0.07271635,0.06243179,1812.858840795878,1088.9173622324572,1619.4132205138956,602.2762856926015,3498.9583333333335,1984.3183363519672,179.43389756313024,48.95100669442476,73.4161919793519,266.19869962824436,4.792,1,DF_E_2000154.wav
-234.03416,127.570076,77.506615,54.419037,-29.289085,43.359272,5.800328,26.581366,-19.656137,23.43668,-6.0328436,16.582138,-21.422756,17.75841,-4.247357,11.891207,-15.652544,14.436081,-10.476311,11.759776,-23.382223,13.356853,-10.787936,11.919657,-17.740114,10.535541,0.16845703125,0.1609133666344097,0.12566896,0.09297893,1862.918823122838,1176.894536545514,1506.8483141913118,533.4081439228152,3312.8633720930234,1953.879423207603,227.40226021488866,26.4848429405503,179.73069985652097,286.9574553484241,4.1150625,1,DF_E_2000183.wav
-211.85017,138.84369,85.94344,66.36289,-5.929775,32.035755,10.483928,19.520836,-3.9499066,21.58856,2.5390584,12.337155,-12.205992,16.075745,-14.599702,12.244403,-14.241189,11.7153425,-8.89128,11.64678,-5.699316,7.933291,-12.507317,9.930223,-7.9622865,7.7370696,0.12758124266431925,0.12638889085103883,0.11535148,0.07434053,1713.0259666573495,1174.0010431789196,1610.3302813623418,533.7263983993191,3296.9850352112676,2029.3466952570843,138.97250424043258,27.091649290165392,73.4161919793519,199.42369775418427,6.784,1,DF_E_2000213.wav
-221.04025,138.16615,68.91412,53.932884,-9.711221,36.305588,10.330408,31.656239,-24.781301,22.706614,-24.318842,14.577709,-21.377726,14.347102,-8.889476,13.84744,-13.634896,12.502859,-10.625721,11.39314,-17.76054,9.37537,-8.155017,10.590829,-8.076651,6.607365,0.18369811545801526,0.1197140799441116,0.086605825,0.059568323,2230.4064572931434,1383.203693462151,1710.0067866112377,493.7095589046177,4015.0286259541986,1904.5937603939099,206.6790886093682,16.79200120398775,172.60850153728515,249.81097439559304,4.16,1,DF_E_2000223.wav
-309.94086,162.9266,68.986305,62.272694,-4.9992824,41.08129,25.404562,33.40286,-6.9107656,21.645927,-6.8802786,15.170911,-18.696749,24.889189,-0.69957143,11.232121,-9.569136,13.170183,-1.7400148,7.588174,-5.799572,9.138386,-16.619667,14.338021,-7.225319,7.473977,0.08979840959821428,0.05945146545616304,0.093997754,0.09544839,1643.9871916769584,835.5333183072308,1686.7527035946805,627.0835608278146,3500.1116071428573,1850.2403982590072,180.39065973368733,57.578557837245405,89.3477635991859,341.2518476034216,4.4678125,1,DF_E_2000237.wav
